Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (CH),Day Ahead Auction (IT-North-CH)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2015-11-16T05:00+01:00,2637.6,,682.5,40,37
2015-11-16T06:00+01:00,2639.4,,1307.11,50.95,50.62
2015-11-16T07:00+01:00,2639.7,,1742.03,53.04,66.6
2015-11-16T08:00+01:00,2640.7,,1686.86,53.04,70.38
2015-11-16T09:00+01:00,2636.2,,1629.68,52.98,62.99
2015-11-16T10:00+01:00,2629.5,,1746.14,52.95,57.94
2015-11-16T11:00+01:00,2625.2,,1882.11,53.09,55.01
2015-11-16T12:00+01:00,2618.1,,1268.47,50.65,50.15
2015-11-16T13:00+01:00,2612.1,,1592.21,51.62,53.01
2015-11-16T14:00+01:00,2608.3,,1749.45,53.01,62.99
2015-11-16T15:00+01:00,2610.2,,1758.61,53.04,79
2015-11-16T16:00+01:00,2611,,1717.74,52.62,85.87
2015-11-16T17:00+01:00,2614.1,,2011.54,54.26,95
2015-11-16T18:00+01:00,2620.1,,2899.04,56.07,91.54
2015-11-16T19:00+01:00,2623.6,,2386.82,55,80
2015-11-16T20:00+01:00,2625.7,,1711.4,52.44,68.68
2015-11-16T21:00+01:00,2629.6,,1765.42,52.42,63.99
2015-11-16T22:00+01:00,2630.6,,1197.23,49.02,52.99
2015-11-16T23:00+01:00,2631.1,,741.79,47.05,44.6
2015-11-17T00:00+01:00,2632.8,,656.72,40.49,40.1
2015-11-17T01:00+01:00,2632.3,,695.07,37.03,37.37
2015-11-17T02:00+01:00,2634,,708.21,36.62,37.52
2015-11-17T03:00+01:00,2636.3,,689.29,35.94,37.52
2015-11-17T04:00+01:00,2635.9,,663.63,36.2,36.9
2015-11-17T05:00+01:00,2637.7,,655.58,41.5,39.86
2015-11-17T06:00+01:00,2634.6,,1330.93,50.17,53.15
2015-11-17T07:00+01:00,2633.8,,1919.96,52.41,70
2015-11-17T08:00+01:00,2634.5,,1880.97,52.42,85.03
2015-11-17T09:00+01:00,2633.1,,1743.18,52.08,85.02
2015-11-17T10:00+01:00,2628,,1802.72,52.47,72.99
2015-11-17T11:00+01:00,2628.3,,1898.68,53.03,75.01
2015-11-17T12:00+01:00,2626.2,,2430.95,52.06,60.41
2015-11-17T13:00+01:00,2622,,2195.98,52.95,62.01
2015-11-17T14:00+01:00,2619.6,,2294.12,53.01,84
2015-11-17T15:00+01:00,2613.1,,1819.04,52.99,79.99
2015-11-17T16:00+01:00,2607,,1920.15,52.86,80
2015-11-17T17:00+01:00,2604.2,,2043.98,52.45,99.99
2015-11-17T18:00+01:00,2605,,2362.56,53.15,86.04
2015-11-17T19:00+01:00,2605.1,,2134.94,52.45,68.68
2015-11-17T20:00+01:00,2606.1,,1558.9,51.27,62
2015-11-17T21:00+01:00,2606.4,,1463.64,51.6,59.99
2015-11-17T22:00+01:00,2609.3,,1190.96,50.9,48.66
2015-11-17T23:00+01:00,2606.9,,593.59,47.02,43.13
2015-11-18T00:00+01:00,2608.8,,661.74,41.06,42.98
2015-11-18T01:00+01:00,2607.1,,588.59,38.43,38.96
2015-11-18T02:00+01:00,2604.3,,534.29,38.03,38.01
2015-11-18T03:00+01:00,2604.7,,520.49,38.22,38.01
2015-11-18T04:00+01:00,2603.2,,533.8,37.8,38.01
2015-11-18T05:00+01:00,2601.3,,511.96,42.33,42.21
2015-11-18T06:00+01:00,2604.5,,1203.64,51.94,61.81
2015-11-18T07:00+01:00,2607.1,,1755.2,51.57,95
2015-11-18T08:00+01:00,2607.5,,1872.07,51.54,105
2015-11-18T09:00+01:00,2609.3,,1806.46,51.2,105
2015-11-18T10:00+01:00,2606.1,,1382,51.22,100
2015-11-18T11:00+01:00,2607.8,,1509.25,51.51,99.81
2015-11-18T12:00+01:00,2609.5,,1304.03,51.58,83.97
2015-11-18T13:00+01:00,2612.3,,1369.65,51.6,94.55
2015-11-18T14:00+01:00,2613.8,,1407.74,51.06,98.15
2015-11-18T15:00+01:00,2607.8,,1471.62,51.09,106.55
2015-11-18T16:00+01:00,2606.6,,1555.39,50.98,103
2015-11-18T17:00+01:00,2611.7,,1838.5,51.53,114.02
2015-11-18T18:00+01:00,2615.6,,2135.63,52.71,102.59
2015-11-18T19:00+01:00,2617.1,,1603.96,51.16,100
2015-11-18T20:00+01:00,2621.1,,1233.38,51.04,79.99
2015-11-18T21:00+01:00,2624.1,,1100.32,50.91,79.91
2015-11-18T22:00+01:00,2628.5,,1039.23,49.07,54.99
2015-11-18T23:00+01:00,2628.5,,685.32,42.98,48.13
2015-11-19T00:00+01:00,1683.9,,620.95,43.93,44.52
2015-11-19T01:00+01:00,1683.55,,612.87,40.9,39.1
2015-11-19T02:00+01:00,1681.95,,608.29,39.05,38.64
2015-11-19T03:00+01:00,1681.7,,615.95,39.07,39.01
2015-11-19T04:00+01:00,1680.8,,595.81,38.76,38.64
2015-11-19T05:00+01:00,1680.75,,600.86,45.57,42.2
2015-11-19T06:00+01:00,1680.15,,1259.18,52.75,60.56
2015-11-19T07:00+01:00,1680,,2111.92,55.86,93.93
2015-11-19T08:00+01:00,1678.25,,2166.69,55.92,105.29
2015-11-19T09:00+01:00,1678.55,,2095.16,55.92,99.99
2015-11-19T10:00+01:00,1677.15,,1980.01,54.5,96.3
2015-11-19T11:00+01:00,1675.6,,2117.44,54.97,90.5
2015-11-19T12:00+01:00,1676.45,,1925.94,54.47,65.66
2015-11-19T13:00+01:00,1674.15,,1958.05,54.46,65.33
2015-11-19T14:00+01:00,1674.35,,1925.75,54.44,90.78
2015-11-19T15:00+01:00,2610.1,,2136.44,54.47,96.68
2015-11-19T16:00+01:00,2611.3,,2184.59,54.96,99
2015-11-19T17:00+01:00,2223.5,,2371.65,54.66,119.6
2015-11-19T18:00+01:00,2609.3,,2247.4,56,101.56
2015-11-19T19:00+01:00,2609.2,,2077.2,53.87,92.12
2015-11-19T20:00+01:00,2610.6,,1750.29,53.17,71.74
2015-11-19T21:00+01:00,2609.2,,1625.59,53.14,65.55
2015-11-19T22:00+01:00,2610.5,,986.38,51.4,49.99
2015-11-19T23:00+01:00,2606.9,,523.85,48.7,45.2
2015-11-20T00:00+01:00,2603.6,,532.1,42.92,42.1
2015-11-20T01:00+01:00,2606.3,,535.59,39.62,38.79
2015-11-20T02:00+01:00,2607,,548.86,37.59,38.09
2015-11-20T03:00+01:00,2611.6,,538.12,38.48,37
2015-11-20T04:00+01:00,2608.2,,566.39,38.06,37.1
2015-11-20T05:00+01:00,2614.6,,621.61,43.41,40.12
2015-11-20T06:00+01:00,2615.7,,1176.37,52.72,51.01
2015-11-20T07:00+01:00,2615.3,,1263.82,52.67,68.75
2015-11-20T08:00+01:00,2616.5,,1603.07,52.54,100
2015-11-20T09:00+01:00,2615.4,,1478.35,51.11,100.69
2015-11-20T10:00+01:00,2615.6,,1635.2,52.44,96.98
2015-11-20T11:00+01:00,2616.9,,1894.25,53.11,95
2015-11-20T12:00+01:00,2624.5,,1598.92,51.45,66.85
2015-11-20T13:00+01:00,2615.1,,1625.88,51.44,68
2015-11-20T14:00+01:00,2606.3,,1714.29,51.48,97.08
2015-11-20T15:00+01:00,2607.5,,2188.34,51.42,94
2015-11-20T16:00+01:00,2607.4,,1738.22,51.09,95.28
2015-11-20T17:00+01:00,2605.3,,2536.42,53.5,100.9
2015-11-20T18:00+01:00,2608.4,,2479.25,53.6,90
2015-11-20T19:00+01:00,2612.7,,1307,51.08,70
2015-11-20T20:00+01:00,2622,,962.49,50.04,62.65
2015-11-20T21:00+01:00,2632,,922.79,49.94,55.99
2015-11-20T22:00+01:00,2643,,593.19,48.65,46.6
2015-11-20T23:00+01:00,2646.2,,583.11,40.78,42.52
2015-11-21T00:00+01:00,2643.3,,441.4,39.51,40.4
2015-11-21T01:00+01:00,2609.4,,422.15,35.81,36.02
2015-11-21T02:00+01:00,2563.1,,504.87,32.25,31.19
2015-11-21T03:00+01:00,2545.1,,427.99,31.96,30
2015-11-21T04:00+01:00,2585.4,,393.35,34.05,28
2015-11-21T05:00+01:00,2631.5,,409.65,34.61,30.7
2015-11-21T06:00+01:00,2644.7,,400.36,38.29,38.04
2015-11-21T07:00+01:00,2645.5,,535.49,43.88,43.89
2015-11-21T08:00+01:00,2646.8,,614.13,49.01,60
2015-11-21T09:00+01:00,2646.7,,637.71,49.5,61.36
2015-11-21T10:00+01:00,2644.9,,685.75,49.51,65
2015-11-21T11:00+01:00,2643.9,,693.91,49.09,62.02
2015-11-21T12:00+01:00,2643.4,,733.58,47.01,46.5
2015-11-21T13:00+01:00,2644.6,,690.24,46.61,42.76
2015-11-21T14:00+01:00,2647,,706.17,48.37,43.9
2015-11-21T15:00+01:00,2650.2,,762.72,49.54,43.73
2015-11-21T16:00+01:00,2652.3,,832.62,50.19,48.07
2015-11-21T17:00+01:00,2653.6,,1654.42,52.58,60
2015-11-21T18:00+01:00,2653.6,,1871.76,53.44,60
2015-11-21T19:00+01:00,2650.6,,1762.71,52.65,57.51
2015-11-21T20:00+01:00,2653.3,,1207.83,51.43,49.59
2015-11-21T21:00+01:00,2656.5,,654.23,46.74,44.6
2015-11-21T22:00+01:00,2655.7,,551.08,45.1,41.88
2015-11-21T23:00+01:00,2655.9,,552.76,41.53,37
2015-11-22T00:00+01:00,2656.4,,574.59,41.4,35
2015-11-22T01:00+01:00,2658.2,,553.94,38.38,29.79
2015-11-22T02:00+01:00,2654.8,,586.93,34.41,25.17
2015-11-22T03:00+01:00,2653.4,,526.64,33.29,22.97
2015-11-22T04:00+01:00,2653.3,,465.7,32.06,22.6
2015-11-22T05:00+01:00,2653.3,,479.22,32.07,22.75
2015-11-22T06:00+01:00,2653.2,,520.63,38.16,24.95
2015-11-22T07:00+01:00,2651.2,,539.28,39.96,26.99
2015-11-22T08:00+01:00,2650.8,,533.13,44.54,36.27
2015-11-22T09:00+01:00,2653,,720.36,46.41,39
2015-11-22T10:00+01:00,2652.2,,693.85,46.46,38.22
2015-11-22T11:00+01:00,2653.5,,734.73,46.83,41
2015-11-22T12:00+01:00,2651.4,,665.05,46.4,39.96
2015-11-22T13:00+01:00,2652.6,,604.05,44.31,35.47
2015-11-22T14:00+01:00,2651.6,,657.21,42.02,37.36
2015-11-22T15:00+01:00,2650.5,,649.39,43.6,41.51
2015-11-22T16:00+01:00,2652.2,,1185.89,51.44,43.78
2015-11-22T17:00+01:00,2652.5,,1738.25,53.4,70
2015-11-22T18:00+01:00,2654.6,,2022.74,53.47,79.99
2015-11-22T19:00+01:00,2656.9,,2546.86,54.47,74.11
2015-11-22T20:00+01:00,2654.9,,1481.49,53.46,70
2015-11-22T21:00+01:00,2654.2,,1195.65,52.42,64.02
2015-11-22T22:00+01:00,2656.2,,973.79,51.42,50.4
2015-11-22T23:00+01:00,2655.7,,793.82,49.54,44.8
2015-11-23T00:00+01:00,2655.3,,706.97,46.42,49.61
2015-11-23T01:00+01:00,2655.8,,538.52,42.39,42.28
2015-11-23T02:00+01:00,2656.2,,532.78,41.06,40.23
2015-11-23T03:00+01:00,2655,,502.51,40.33,39.97
2015-11-23T04:00+01:00,2655.3,,547.34,39.73,40.18
2015-11-23T05:00+01:00,2656.7,,660.97,44.57,42.23
2015-11-23T06:00+01:00,2657.5,,1590.1,53.49,54.01
2015-11-23T07:00+01:00,2656,,2947.45,61.1,77.86
2015-11-23T08:00+01:00,2655.9,,3167.91,70.89,93.3
2015-11-23T09:00+01:00,2654.5,,3118.18,76.97,93.3
2015-11-23T10:00+01:00,2653.4,,3007.9,74.22,85
2015-11-23T11:00+01:00,2652.5,,2996.22,71.83,83
2015-11-23T12:00+01:00,2651,,2786.43,62,64.12
2015-11-23T13:00+01:00,2651.9,,2644.19,61.97,63.99
2015-11-23T14:00+01:00,2651.8,,2603.7,62,83.5
2015-11-23T15:00+01:00,2652.5,,2660.91,61.99,87.98
2015-11-23T16:00+01:00,2651,,2630.68,74.32,94.52
2015-11-23T17:00+01:00,2653.1,,3109.95,90,109.54
2015-11-23T18:00+01:00,2654.7,,3333.18,95.98,123.46
2015-11-23T19:00+01:00,2657.4,,3138.21,89.79,103.51
2015-11-23T20:00+01:00,2657.6,,2836.01,61.95,77.93
2015-11-23T21:00+01:00,2655.9,,2722.46,57.51,65.29
2015-11-23T22:00+01:00,2657.9,,2499.02,55.98,61
2015-11-23T23:00+01:00,2656,,2124.97,54.38,57.91
2015-11-24T00:00+01:00,2657.8,,1061.71,52.77,47.49
2015-11-24T01:00+01:00,2656.4,,717.08,50.27,44.8
2015-11-24T02:00+01:00,2658.4,,679.21,47.44,44.8
2015-11-24T03:00+01:00,2659.4,,635.57,45.29,43.23
2015-11-24T04:00+01:00,2660.3,,580.14,44.06,41.44
2015-11-24T05:00+01:00,2661.1,,698.75,48.44,43.99
2015-11-24T06:00+01:00,2661.4,,2480.28,56.99,56.06
2015-11-24T07:00+01:00,2662.5,,3226.83,69.3,77
2015-11-24T08:00+01:00,2661.5,,3268.5,76.03,96.95
2015-11-24T09:00+01:00,2662.3,,3268.19,74.91,91.88
2015-11-24T10:00+01:00,2660.9,,2923.86,70.22,80
2015-11-24T11:00+01:00,2660,,2661.87,71.45,78.4
2015-11-24T12:00+01:00,2512,,2824.82,62.97,64.98
2015-11-24T13:00+01:00,2651.2,,2794.7,60.88,63.9
2015-11-24T14:00+01:00,2659.9,,2540.56,61.91,74.99
2015-11-24T15:00+01:00,2658.1,,2773.82,61.1,82.7
2015-11-24T16:00+01:00,2661.4,,2898.77,63.58,82.82
2015-11-24T17:00+01:00,2656.2,,3330.43,99.03,105.5
2015-11-24T18:00+01:00,2656.5,,3330.1,114.98,112.46
2015-11-24T19:00+01:00,2656.7,,3170.57,94.98,85
2015-11-24T20:00+01:00,2655.9,,2899.8,66,65.68
2015-11-24T21:00+01:00,2656.2,,2044.97,57.96,59.38
2015-11-24T22:00+01:00,2656.1,,1890.22,56.81,53.6
2015-11-24T23:00+01:00,2656.6,,1345.8,53.38,49.1
2015-11-25T00:00+01:00,2654.5,,937.2,46.83,46.34
2015-11-25T01:00+01:00,2656.3,,776.37,45.04,42.33
2015-11-25T02:00+01:00,2657.6,,717.96,44.62,41.73
2015-11-25T03:00+01:00,2657.7,,624.48,43.58,41.19
2015-11-25T04:00+01:00,2658.5,,596.99,43.58,40.99
2015-11-25T05:00+01:00,2657.9,,716.55,46.02,42.73
2015-11-25T06:00+01:00,2657,,1700.98,55.6,53.75
2015-11-25T07:00+01:00,2656.6,,2872.89,61.53,75.03
2015-11-25T08:00+01:00,2656.8,,3201.56,62.06,90.48
2015-11-25T09:00+01:00,2654.9,,3144.04,63.01,90
2015-11-25T10:00+01:00,2653.3,,3086.28,65.06,83.24
2015-11-25T11:00+01:00,2653.6,,2985.55,63.77,83.24
2015-11-25T12:00+01:00,2650.9,,2847.4,63.74,67.26
2015-11-25T13:00+01:00,2650,,2838.94,63.14,62.64
2015-11-25T14:00+01:00,2648.3,,2836.48,60.02,78.99
2015-11-25T15:00+01:00,2646.4,,2715.84,59.95,81
2015-11-25T16:00+01:00,2646.3,,2923.86,61.25,81
2015-11-25T17:00+01:00,2650,,3229.89,65.79,100
2015-11-25T18:00+01:00,2656.8,,3374.85,83.03,99.99
2015-11-25T19:00+01:00,2656.4,,3258.8,65.06,80
2015-11-25T20:00+01:00,2655.7,,2953.4,58.68,65.88
2015-11-25T21:00+01:00,2655.5,,2149.99,57,61.95
2015-11-25T22:00+01:00,2656.6,,1661.31,51.81,62.99
2015-11-25T23:00+01:00,2657.6,,1108.78,48.68,55.99
2015-11-26T00:00+01:00,2651.8,,670.75,44.32,44.34
2015-11-26T01:00+01:00,2653.3,,612.16,41.95,41.53
2015-11-26T02:00+01:00,2653,,611.63,41.08,41.48
2015-11-26T03:00+01:00,2653.2,,596.91,41.02,40.51
2015-11-26T04:00+01:00,2652.8,,596.4,39.59,40
2015-11-26T05:00+01:00,2651.9,,654.2,44,41.85
2015-11-26T06:00+01:00,2650.3,,1466.4,52.93,52.28
2015-11-26T07:00+01:00,2649,,3066.22,61.36,70
2015-11-26T08:00+01:00,2644.1,,3212.74,66.49,82.22
2015-11-26T09:00+01:00,2648,,3211.41,67.32,81.29
2015-11-26T10:00+01:00,2650.7,,3260.16,68.65,76.23
2015-11-26T11:00+01:00,2648.1,,3198.53,67.54,74.46
2015-11-26T12:00+01:00,2646.9,,3033.87,64.08,57.51
2015-11-26T13:00+01:00,2646,,2812.03,61.06,57.51
2015-11-26T14:00+01:00,2645.6,,2634.78,63.02,68
2015-11-26T15:00+01:00,2644.7,,2846.75,63.01,75
2015-11-26T16:00+01:00,2645.1,,3014.07,66.81,75
2015-11-26T17:00+01:00,2645.3,,3274.35,75.59,93
2015-11-26T18:00+01:00,2648.9,,3041.83,98.58,98.95
2015-11-26T19:00+01:00,2650,,2811.81,68.96,77.8
2015-11-26T20:00+01:00,2648.9,,2662.57,60.34,63.35
2015-11-26T21:00+01:00,2647.5,,2030.69,57.06,59.2
2015-11-26T22:00+01:00,2649.1,,1243.82,55.25,56.21
2015-11-26T23:00+01:00,2649.1,,795.86,51.68,49.34
2015-11-27T00:00+01:00,2649.7,,712.1,42.96,46.31
2015-11-27T01:00+01:00,2657.2,,689.51,41.01,44.13
2015-11-27T02:00+01:00,2655.1,,640.46,40.1,44.17
2015-11-27T03:00+01:00,2651.3,,650.75,40.07,42.42
2015-11-27T04:00+01:00,2651.9,,614.14,39.48,41.31
2015-11-27T05:00+01:00,2651,,706.78,41.03,42.73
2015-11-27T06:00+01:00,2652.8,,922.42,51.41,58.1
2015-11-27T07:00+01:00,2651.8,,2567.85,62.97,68
2015-11-27T08:00+01:00,2652.3,,2747.96,76.01,77
2015-11-27T09:00+01:00,2651.6,,2652.37,72.44,75.07
2015-11-27T10:00+01:00,2649.7,,2936.52,65.07,71.4
2015-11-27T11:00+01:00,2648.1,,2933.33,61.8,69.3
2015-11-27T12:00+01:00,2648.6,,2642.76,57.83,59.08
2015-11-27T13:00+01:00,2647,,2302.73,57.08,58.07
2015-11-27T14:00+01:00,2647.8,,2347.7,60,64.76
2015-11-27T15:00+01:00,2647.6,,2240.02,59.25,72.8
2015-11-27T16:00+01:00,2648.7,,2683.32,58.98,75
2015-11-27T17:00+01:00,2655.4,,2903.42,63.57,93.84
2015-11-27T18:00+01:00,2655,,3030.46,71.93,88
2015-11-27T19:00+01:00,2654.3,,2968.86,62.07,76.5
2015-11-27T20:00+01:00,2657,,2701.48,58.79,64.36
2015-11-27T21:00+01:00,2654.1,,1891.18,55.93,62.56
2015-11-27T22:00+01:00,2657,,1613.53,53.37,61.21
2015-11-27T23:00+01:00,2661.7,,903.26,49.96,57.34
2015-11-28T00:00+01:00,2662.8,,952.35,45.68,46.92
2015-11-28T01:00+01:00,2661.5,,979.15,44,43.82
2015-11-28T02:00+01:00,2665.9,,731.22,40.9,42.5
2015-11-28T03:00+01:00,2659.1,,713.46,39.05,41.36
2015-11-28T04:00+01:00,2659.2,,757.42,38.65,41.06
2015-11-28T05:00+01:00,2658.8,,686.98,39.48,41.14
2015-11-28T06:00+01:00,2656,,847.04,44.61,49.59
2015-11-28T07:00+01:00,2657.8,,1214.92,49.94,63.35
2015-11-28T08:00+01:00,2656.3,,1333.07,55.21,68.89
2015-11-28T09:00+01:00,2655.7,,1402.39,55.05,70.42
2015-11-28T10:00+01:00,2655.1,,1585,54.09,53.49
2015-11-28T11:00+01:00,2653.4,,1366.88,51.99,53
2015-11-28T12:00+01:00,2652,,1039.93,46.39,53.5
2015-11-28T13:00+01:00,2652.5,,651.09,46.88,48.93
2015-11-28T14:00+01:00,2649.9,,829.02,47.96,53.73
2015-11-28T15:00+01:00,2648.7,,888.66,50.35,63.35
2015-11-28T16:00+01:00,2649.4,,1506.21,54.38,66.33
2015-11-28T17:00+01:00,2648.6,,1768.81,57.71,89.99
2015-11-28T18:00+01:00,2651.3,,1779.96,57.38,88.99
2015-11-28T19:00+01:00,2652,,1632.25,56.97,85
2015-11-28T20:00+01:00,2652.7,,1554.96,55.86,79.99
2015-11-28T21:00+01:00,2335.4,,1254.9,51.07,70.42
2015-11-28T22:00+01:00,1376.4,,656.94,49.1,60.56
2015-11-28T23:00+01:00,1377.3,,561.74,45.48,54.13
2015-11-29T00:00+01:00,2654.9,,751.83,48.64,45.91
2015-11-29T01:00+01:00,2653.9,,641.67,45.91,43.99
2015-11-29T02:00+01:00,2654,,612.36,42.09,42.5
2015-11-29T03:00+01:00,2656.3,,602.03,41.49,40.06
2015-11-29T04:00+01:00,2655.6,,672.34,41.03,39.31
2015-11-29T05:00+01:00,2654.2,,689.54,41.04,39.96
2015-11-29T06:00+01:00,2650.9,,659.62,44.45,40.74
2015-11-29T07:00+01:00,2648.8,,614.15,46.98,41.96
2015-11-29T08:00+01:00,2650.9,,613.98,51.44,44
2015-11-29T09:00+01:00,2651,,745.44,53.01,44.99
2015-11-29T10:00+01:00,2650.5,,749.73,50.91,44.99
2015-11-29T11:00+01:00,2649,,745.32,50.89,41.43
2015-11-29T12:00+01:00,2646,,699.79,49.18,42.03
2015-11-29T13:00+01:00,2643.7,,639.05,47.9,40.44
2015-11-29T14:00+01:00,2639.5,,661.32,49.95,42.46
2015-11-29T15:00+01:00,2638.2,,678.15,50.83,45.3
2015-11-29T16:00+01:00,2637.8,,1220.22,53.07,50.9
2015-11-29T17:00+01:00,2635.5,,1820.35,55.45,70
2015-11-29T18:00+01:00,2631.8,,2004.02,55.15,74.5
2015-11-29T19:00+01:00,2632.1,,1764.23,54.66,74.11
2015-11-29T20:00+01:00,2631.3,,1645.22,53.95,74.99
2015-11-29T21:00+01:00,2631.6,,1606.19,54.04,66
2015-11-29T22:00+01:00,2630.4,,1327.47,53.92,51.75
2015-11-29T23:00+01:00,2631.7,,637.38,50.01,46.74
2015-11-30T00:00+01:00,2631.9,,677.26,43.28,39.4
2015-11-30T01:00+01:00,2631.4,,623.58,41.02,38.31
2015-11-30T02:00+01:00,2630.2,,597.05,41.03,37.75
2015-11-30T03:00+01:00,2629.3,,619.66,40.69,36.36
2015-11-30T04:00+01:00,2628.9,,569.23,40.48,35.96
2015-11-30T05:00+01:00,2628.4,,612.06,43.94,40
2015-11-30T06:00+01:00,2629.4,,1346.87,53.09,52.45
2015-11-30T07:00+01:00,2629.6,,2053.25,57.49,59.39
2015-11-30T08:00+01:00,2628,,2485.15,56.99,72.84
2015-11-30T09:00+01:00,2627.9,,2384.65,56.83,69.48
2015-11-30T10:00+01:00,2626.7,,2435.06,56.93,67.28
2015-11-30T11:00+01:00,2624.2,,2395.12,56.99,59.11
2015-11-30T12:00+01:00,2626.1,,1583.22,56.94,51.46
2015-11-30T13:00+01:00,2625.4,,1699.46,57.91,52.99
2015-11-30T14:00+01:00,2624.1,,2060.61,57.92,64.14
2015-11-30T15:00+01:00,2625.5,,2010.28,57.9,75
2015-11-30T16:00+01:00,2625.2,,1998.91,57.47,75
2015-11-30T17:00+01:00,2626.1,,2581.6,55.33,93.9
2015-11-30T18:00+01:00,2625.8,,2653.03,56.6,87.22
2015-11-30T19:00+01:00,2625.6,,2312.4,54.6,74.32
2015-11-30T20:00+01:00,2625,,1873.33,56.28,64.98
2015-11-30T21:00+01:00,2626.9,,1859.5,55.58,60
2015-11-30T22:00+01:00,2619.2,,1547.19,54.97,50.9
2015-11-30T23:00+01:00,2591.7,,998.49,51.82,48.92
2015-12-01T00:00+01:00,2595.6,,667.38,40.6,43.92
2015-12-01T01:00+01:00,2619.2,,916.37,40,41.06
2015-12-01T02:00+01:00,2625.4,,555.53,39.12,39.96
2015-12-01T03:00+01:00,2624,,570.23,38.63,39.31
2015-12-01T04:00+01:00,2626.1,,531.42,37.95,39.31
2015-12-01T05:00+01:00,2626.3,,649.66,40.41,42.78
2015-12-01T06:00+01:00,2629.8,,1747.31,51.31,54.02
2015-12-01T07:00+01:00,2627.1,,2541.85,57.13,74.43
2015-12-01T08:00+01:00,2627.7,,2148.73,57.9,81.34
2015-12-01T09:00+01:00,2629.3,,1891.66,57.72,75.43
2015-12-01T10:00+01:00,2626.5,,1936.23,57.92,71.16
2015-12-01T11:00+01:00,2627.8,,2025.93,57.93,64.33
2015-12-01T12:00+01:00,2628.2,,1838.39,54.84,57.76
2015-12-01T13:00+01:00,2625.5,,2027.8,55.22,59.64
2015-12-01T14:00+01:00,2625.7,,1889.08,57.98,68.17
2015-12-01T15:00+01:00,2629.1,,1855.98,57.95,80
2015-12-01T16:00+01:00,2633.3,,2320.36,58.01,94.1
2015-12-01T17:00+01:00,2630.8,,2874.51,58.5,114.67
2015-12-01T18:00+01:00,2630.5,,2970.81,62.23,95
2015-12-01T19:00+01:00,2632.3,,2978.64,59.66,80.9
2015-12-01T20:00+01:00,2633.6,,1831.93,56.87,70.9
2015-12-01T21:00+01:00,2637.9,,1837.14,55.97,71.01
2015-12-01T22:00+01:00,2642.3,,1722.82,51.49,61.75
2015-12-01T23:00+01:00,2641.8,,1093.24,51.16,55.83
2015-12-02T00:00+01:00,2644.3,,976.99,51.58,56.48
2015-12-02T01:00+01:00,2646,,879.49,49.24,52.91
2015-12-02T02:00+01:00,2646.4,,670.5,47.97,48.12
2015-12-02T03:00+01:00,2645.6,,650.43,48.43,47.4
2015-12-02T04:00+01:00,2647.2,,517.42,47.51,47.34
2015-12-02T05:00+01:00,2647.9,,737.65,51.79,53.78
2015-12-02T06:00+01:00,2649.6,,1948.1,56.95,72.33
2015-12-02T07:00+01:00,2649.4,,2896.13,59.19,86.84
2015-12-02T08:00+01:00,2651,,3093.55,61.07,90.73
2015-12-02T09:00+01:00,2651.6,,2969.96,60.68,87.7
2015-12-02T10:00+01:00,2652.6,,2729.27,60.49,76.1
2015-12-02T11:00+01:00,2646.6,,2632.99,58.3,74.99
2015-12-02T12:00+01:00,2649.7,,2125.22,58.94,58
2015-12-02T13:00+01:00,2632.3,,2148.41,59.93,59.9
2015-12-02T14:00+01:00,2612.9,,2177.24,58.77,71.9
2015-12-02T15:00+01:00,2610.4,,2383.14,58.39,80.82
2015-12-02T16:00+01:00,2632.7,,2271.33,57.95,99.1
2015-12-02T17:00+01:00,2644.6,,3266.87,62.24,113.74
2015-12-02T18:00+01:00,2647.3,,3179.17,71.74,92.7
2015-12-02T19:00+01:00,2648.2,,3117.2,64.9,77.7
2015-12-02T20:00+01:00,2650.5,,2267.78,59.36,70
2015-12-02T21:00+01:00,2654.7,,2134.01,57.32,61.99
2015-12-02T22:00+01:00,2653.9,,1773.6,57.18,58.98
2015-12-02T23:00+01:00,2655.9,,1446.98,54.69,56.83
2015-12-03T00:00+01:00,2655.8,,755.23,53.86,49.02
2015-12-03T01:00+01:00,2653.4,,669.52,51.04,45.01
2015-12-03T02:00+01:00,2653.9,,647.27,47.42,44.52
2015-12-03T03:00+01:00,2654.3,,605.93,46.66,43.75
2015-12-03T04:00+01:00,2653.9,,613.75,46.01,43.52
2015-12-03T05:00+01:00,2654.4,,730.68,52.07,49.1
2015-12-03T06:00+01:00,2653.7,,2155.5,57.93,56.9
2015-12-03T07:00+01:00,2654.5,,2817.14,62.01,73.61
2015-12-03T08:00+01:00,2653.9,,2690.31,63.77,79.23
2015-12-03T09:00+01:00,2655.4,,2340.57,59.93,75.68
2015-12-03T10:00+01:00,2654.9,,2564.72,59.86,70.68
2015-12-03T11:00+01:00,2653.5,,2484.98,59.97,64.48
2015-12-03T12:00+01:00,2657.7,,2052.26,57.08,57
2015-12-03T13:00+01:00,2660.9,,2352.01,57.36,57
2015-12-03T14:00+01:00,2652.9,,2416.69,60.01,64.95
2015-12-03T15:00+01:00,2653.2,,2331.18,59.96,72.78
2015-12-03T16:00+01:00,2653.8,,2364.71,60.97,75.95
